2024-07-01,300.0
2024-08-01,346.0
2024-09-01,285.0
2024-10-01,315.0
2024-11-01,300.0
2024-12-01,380.0
2025-01-01,359.0
2025-02-01,323.0
2025-03-01,266.0
2025-04-01,273.0
2025-05-01,325.0
2025-06-01,328.0
2025-07-01,379.0
2025-08-01,354.0
2025-09-01,356.0
2025-10-01,456.0
2025-11-01,289.0
2025-12-01,297.0
